engine,benchmark,category,run,wall_ms,user_ms,sys_ms,peak_rss_kb
lua55,compute/spectral_norm,compute,5,840.00,920.00,0.00,2400
luajit,compute/spectral_norm,compute,1,30.00,30.00,0.00,2400
luajit,compute/spectral_norm,compute,2,30.00,30.00,0.00,2400
luajit,compute/spectral_norm,compute,3,30.00,30.00,0.00,2400
luajit,compute/spectral_norm,compute,4,30.00,30.00,0.00,2400
luajit,compute/spectral_norm,compute,5,30.00,30.00,0.00,2400
quickjs,compute/spectral_norm,compute,1,1540.00,1670.00,0.00,3040
quickjs,compute/spectral_norm,compute,2,1560.00,1700.00,0.00,3040
quickjs,compute/spectral_norm,compute,3,1570.00,1720.00,0.00,3040
quickjs,compute/spectral_norm,compute,4,1580.00,1720.00,0.00,3040
quickjs,compute/spectral_norm,compute,5,1550.00,1700.00,0.00,3040
v8,compute/spectral_norm,compute,1,100.00,100.00,10.00,27680
v8,compute/spectral_norm,compute,2,100.00,110.00,0.00,28000
v8,compute/spectral_norm,compute,3,100.00,120.00,0.00,27840
v8,compute/spectral_norm,compute,4,100.00,110.00,0.00,28480
v8,compute/spectral_norm,compute,5,110.00,120.00,0.00,27840
v8-nojit,compute/spectral_norm,compute,1,1780.00,1860.00,0.00,20480
v8-nojit,compute/spectral_norm,compute,2,1760.00,1790.00,0.00,20800
v8-nojit,compute/spectral_norm,compute,3,1730.00,1800.00,10.00,20640
v8-nojit,compute/spectral_norm,compute,4,4080.00,1870.00,0.00,20640
v8-nojit,compute/spectral_norm,compute,5,1770.00,1760.00,0.00,20640
lua,coroutine/scheduler,coroutine,1,430.00,430.00,0.00,2240
lua,coroutine/scheduler,coroutine,2,420.00,420.00,0.00,2080
lua,coroutine/scheduler,coroutine,3,430.00,450.00,0.00,2240
lua,coroutine/scheduler,coroutine,4,400.00,440.00,0.00,2240
lua,coroutine/scheduler,coroutine,5,400.00,430.00,0.00,2240
lua55,coroutine/scheduler,coroutine,1,410.00,450.00,0.00,2080
lua55,coroutine/scheduler,coroutine,2,410.00,440.00,0.00,2240
lua55,coroutine/scheduler,coroutine,3,410.00,450.00,0.00,2240
lua55,coroutine/scheduler,coroutine,4,410.00,450.00,0.00,2240
lua55,coroutine/scheduler,coroutine,5,430.00,470.00,0.00,2240
luajit,coroutine/scheduler,coroutine,1,210.00,230.00,0.00,2400
luajit,coroutine/scheduler,coroutine,2,200.00,220.00,0.00,2400
luajit,coroutine/scheduler,coroutine,3,190.00,200.00,0.00,2560
luajit,coroutine/scheduler,coroutine,4,190.00,210.00,0.00,2400
luajit,coroutine/scheduler,coroutine,5,210.00,230.00,0.00,2400
quickjs,coroutine/scheduler,coroutine,1,500.00,540.00,0.00,3040
quickjs,coroutine/scheduler,coroutine,2,500.00,540.00,0.00,3200
quickjs,coroutine/scheduler,coroutine,3,490.00,540.00,0.00,3200
quickjs,coroutine/scheduler,coroutine,4,550.00,600.00,0.00,3200
quickjs,coroutine/scheduler,coroutine,5,540.00,590.00,0.00,3200
v8,coroutine/scheduler,coroutine,1,110.00,110.00,10.00,28320
v8,coroutine/scheduler,coroutine,2,80.00,80.00,0.00,28160
v8,coroutine/scheduler,coroutine,3,80.00,80.00,10.00,28320
v8,coroutine/scheduler,coroutine,4,90.00,80.00,10.00,28160
v8,coroutine/scheduler,coroutine,5,80.00,80.00,0.00,28320
v8-nojit,coroutine/scheduler,coroutine,1,350.00,370.00,10.00,20160
v8-nojit,coroutine/scheduler,coroutine,2,350.00,380.00,0.00,20000
v8-nojit,coroutine/scheduler,coroutine,3,360.00,380.00,10.00,20160
v8-nojit,coroutine/scheduler,coroutine,4,360.00,390.00,0.00,20160
v8-nojit,coroutine/scheduler,coroutine,5,410.00,430.00,10.00,20160
lua,startup/empty,startup,1,0.00,0.00,0.00,1920
lua,startup/empty,startup,2,0.00,0.00,0.00,1920
lua,startup/empty,startup,3,0.00,0.00,0.00,1920
lua,startup/empty,startup,4,0.00,0.00,0.00,1920
lua,startup/empty,startup,5,0.00,0.00,0.00,1920
lua55,startup/empty,startup,1,0.00,0.00,0.00,1920
lua55,startup/empty,startup,2,0.00,0.00,0.00,1920
lua55,startup/empty,startup,3,0.00,0.00,0.00,1920
lua55,startup/empty,startup,4,0.00,0.00,0.00,1920
lua55,startup/empty,startup,5,0.00,0.00,0.00,1920
luajit,startup/empty,startup,1,0.00,0.00,0.00,2400
luajit,startup/empty,startup,2,0.00,0.00,0.00,2400
luajit,startup/empty,startup,3,0.00,0.00,0.00,2400
luajit,startup/empty,startup,4,0.00,0.00,0.00,2400
luajit,startup/empty,startup,5,0.00,0.00,0.00,2400
quickjs,startup/empty,startup,1,0.00,0.00,0.00,2880
quickjs,startup/empty,startup,2,0.00,0.00,0.00,2880
quickjs,startup/empty,startup,3,0.00,0.00,0.00,2880
quickjs,startup/empty,startup,4,0.00,0.00,0.00,2880
quickjs,startup/empty,startup,5,0.00,0.00,0.00,2880
v8,startup/empty,startup,1,0.00,0.00,0.00,16960
v8,startup/empty,startup,2,10.00,0.00,10.00,16960
v8,startup/empty,startup,3,0.00,0.00,0.00,16800
v8,startup/empty,startup,4,0.00,0.00,0.00,16640
v8,startup/empty,startup,5,0.00,0.00,0.00,16960
v8-nojit,startup/empty,startup,1,0.00,0.00,0.00,16800
v8-nojit,startup/empty,startup,2,0.00,0.00,0.00,17120
v8-nojit,startup/empty,startup,3,0.00,0.00,0.00,16960
v8-nojit,startup/empty,startup,4,0.00,0.00,0.00,16640
v8-nojit,startup/empty,startup,5,0.00,0.00,0.00,16960
lua,string/fasta,string,1,460.00,500.00,0.00,2400
lua,string/fasta,string,2,430.00,470.00,0.00,2400
lua,string/fasta,string,3,440.00,480.00,0.00,2400
lua,string/fasta,string,4,430.00,470.00,0.00,2400
lua,string/fasta,string,5,480.00,520.00,0.00,2400
lua55,string/fasta,string,1,460.00,490.00,0.00,2400
lua55,string/fasta,string,2,480.00,520.00,0.00,2400
lua55,string/fasta,string,3,440.00,480.00,0.00,2400
lua55,string/fasta,string,4,460.00,510.00,0.00,2400
lua55,string/fasta,string,5,440.00,470.00,0.00,2400
luajit,string/fasta,string,1,170.00,180.00,0.00,2560
luajit,string/fasta,string,2,160.00,170.00,0.00,2560
luajit,string/fasta,string,3,150.00,170.00,0.00,2560
luajit,string/fasta,string,4,160.00,180.00,0.00,2560
luajit,string/fasta,string,5,150.00,160.00,0.00,2560
quickjs,string/fasta,string,1,670.00,730.00,0.00,3040
quickjs,string/fasta,string,2,690.00,710.00,0.00,3040
quickjs,string/fasta,string,3,750.00,770.00,0.00,3040
quickjs,string/fasta,string,4,710.00,730.00,0.00,3040
quickjs,string/fasta,string,5,710.00,730.00,0.00,3040
v8,string/fasta,string,1,100.00,100.00,0.00,29120
v8,string/fasta,string,2,110.00,100.00,10.00,29120
v8,string/fasta,string,3,110.00,110.00,0.00,29120
v8,string/fasta,string,4,120.00,120.00,0.00,28320
v8,string/fasta,string,5,110.00,120.00,0.00,28640
v8-nojit,string/fasta,string,1,630.00,630.00,20.00,20320
v8-nojit,string/fasta,string,2,640.00,660.00,0.00,20000
v8-nojit,string/fasta,string,3,640.00,660.00,0.00,20320
v8-nojit,string/fasta,string,4,640.00,660.00,0.00,20000
v8-nojit,string/fasta,string,5,690.00,650.00,0.00,20160
lua,string/json_parse,string,1,460.00,400.00,20.00,48516
lua,string/json_parse,string,2,470.00,410.00,10.00,48520
lua,string/json_parse,string,3,490.00,440.00,10.00,48520
lua,string/json_parse,string,4,470.00,410.00,20.00,48620
lua,string/json_parse,string,5,480.00,420.00,10.00,48516
lua55,string/json_parse,string,1,460.00,390.00,30.00,48656
lua55,string/json_parse,string,2,520.00,460.00,10.00,48660
lua55,string/json_parse,string,3,470.00,410.00,10.00,48660
lua55,string/json_parse,string,4,460.00,410.00,10.00,48656
lua55,string/json_parse,string,5,440.00,390.00,20.00,48660
luajit,string/json_parse,string,1,180.00,160.00,10.00,51908
luajit,string/json_parse,string,2,190.00,160.00,10.00,51900
luajit,string/json_parse,string,3,190.00,160.00,10.00,51900
luajit,string/json_parse,string,4,190.00,140.00,20.00,51904
luajit,string/json_parse,string,5,190.00,150.00,20.00,51904
quickjs,string/json_parse,string,1,440.00,380.00,10.00,35200
quickjs,string/json_parse,string,2,440.00,400.00,0.00,35040
quickjs,string/json_parse,string,3,430.00,410.00,10.00,35200
quickjs,string/json_parse,string,4,400.00,390.00,0.00,35200
quickjs,string/json_parse,string,5,400.00,390.00,10.00,35040
v8,string/json_parse,string,1,70.00,90.00,30.00,85688
v8,string/json_parse,string,2,70.00,100.00,20.00,85820
v8,string/json_parse,string,3,70.00,90.00,30.00,85988
v8,string/json_parse,string,4,70.00,100.00,20.00,86020
v8,string/json_parse,string,5,70.00,90.00,30.00,86304
v8-nojit,string/json_parse,string,1,300.00,300.00,30.00,75840
v8-nojit,string/json_parse,string,2,320.00,320.00,30.00,75840
v8-nojit,string/json_parse,string,3,320.00,330.00,30.00,75680
v8-nojit,string/json_parse,string,4,300.00,290.00,40.00,76480
v8-nojit,string/json_parse,string,5,310.00,310.00,20.00,76000
lua,string/string_concat,string,1,140.00,80.00,50.00,142720
lua,string/string_concat,string,2,150.00,90.00,60.00,142720
lua,string/string_concat,string,3,150.00,100.00,50.00,142720
lua,string/string_concat,string,4,160.00,100.00,50.00,142720
lua,string/string_concat,string,5,150.00,100.00,50.00,142720
lua55,string/string_concat,string,1,130.00,70.00,50.00,75680
lua55,string/string_concat,string,2,130.00,80.00,40.00,75684
lua55,string/string_concat,string,3,110.00,70.00,40.00,75680
lua55,string/string_concat,string,4,120.00,70.00,40.00,75684
lua55,string/string_concat,string,5,130.00,80.00,40.00,75680
luajit,string/string_concat,string,1,60.00,20.00,40.00,77600
luajit,string/string_concat,string,2,60.00,20.00,40.00,77600
luajit,string/string_concat,string,3,70.00,10.00,60.00,77600
luajit,string/string_concat,string,4,50.00,10.00,30.00,77600
luajit,string/string_concat,string,5,50.00,20.00,30.00,77600
quickjs,string/string_concat,string,1,240.00,220.00,20.00,85920
quickjs,string/string_concat,string,2,260.00,240.00,10.00,85920
quickjs,string/string_concat,string,3,220.00,200.00,20.00,85920
quickjs,string/string_concat,string,4,260.00,230.00,20.00,85920
quickjs,string/string_concat,string,5,250.00,220.00,20.00,85920
v8,string/string_concat,string,1,110.00,70.00,50.00,108096
v8,string/string_concat,string,2,100.00,70.00,40.00,107928
v8,string/string_concat,string,3,110.00,70.00,40.00,108080
v8,string/string_concat,string,4,100.00,60.00,40.00,103136
v8,string/string_concat,string,5,100.00,60.00,40.00,102972
v8-nojit,string/string_concat,string,1,210.00,170.00,40.00,95388
v8-nojit,string/string_concat,string,2,190.00,150.00,40.00,100636
v8-nojit,string/string_concat,string,3,200.00,160.00,40.00,95232
v8-nojit,string/string_concat,string,4,190.00,160.00,30.00,100480
v8-nojit,string/string_concat,string,5,200.00,160.00,40.00,95352
lua,table/array_access,table,1,770.00,510.00,250.00,526400
lua,table/array_access,table,2,740.00,530.00,200.00,526400
lua,table/array_access,table,3,720.00,540.00,170.00,526400
lua,table/array_access,table,4,750.00,560.00,190.00,526400
lua,table/array_access,table,5,780.00,580.00,200.00,526400
lua55,table/array_access,table,1,550.00,410.00,130.00,296900
lua55,table/array_access,table,2,530.00,390.00,140.00,296900
lua55,table/array_access,table,3,640.00,430.00,200.00,296844
lua55,table/array_access,table,4,630.00,450.00,170.00,296896
lua55,table/array_access,table,5,2390.00,500.00,200.00,296900
luajit,table/array_access,table,1,240.00,110.00,130.00,264480
luajit,table/array_access,table,2,250.00,120.00,120.00,264480
luajit,table/array_access,table,3,300.00,140.00,160.00,264480
luajit,table/array_access,table,4,240.00,110.00,120.00,264480
luajit,table/array_access,table,5,250.00,110.00,130.00,264480
quickjs,table/array_access,table,1,1960.00,1790.00,160.00,315520
quickjs,table/array_access,table,2,1980.00,1970.00,190.00,315520
quickjs,table/array_access,table,3,1830.00,1890.00,100.00,315520
quickjs,table/array_access,table,4,1900.00,1970.00,100.00,315360
quickjs,table/array_access,table,5,2050.00,2130.00,90.00,315360
v8,table/array_access,table,1,150.00,120.00,30.00,104000
v8,table/array_access,table,2,130.00,100.00,40.00,103840
v8,table/array_access,table,3,120.00,90.00,40.00,104160
v8,table/array_access,table,4,130.00,90.00,50.00,103840
v8,table/array_access,table,5,160.00,120.00,50.00,103840
v8-nojit,table/array_access,table,1,1270.00,1340.00,40.00,95840
v8-nojit,table/array_access,table,2,1310.00,1370.00,60.00,96000
v8-nojit,table/array_access,table,3,1330.00,1400.00,40.00,95840
v8-nojit,table/array_access,table,4,1360.00,1440.00,40.00,95680
v8-nojit,table/array_access,table,5,1460.00,1550.00,40.00,95840
lua,table/table_insert,table,1,1070.00,1090.00,70.00,112192
lua,table/table_insert,table,2,1070.00,1120.00,30.00,112192
lua,table/table_insert,table,3,3280.00,1120.00,70.00,112188
lua,table/table_insert,table,4,1130.00,1110.00,50.00,112196
lua,table/table_insert,table,5,1130.00,1070.00,90.00,112192
lua55,table/table_insert,table,1,1160.00,1150.00,50.00,112180
lua55,table/table_insert,table,2,1160.00,1150.00,50.00,112184
lua55,table/table_insert,table,3,1100.00,1140.00,40.00,112180
lua55,table/table_insert,table,4,1100.00,1150.00,40.00,112184
lua55,table/table_insert,table,5,1100.00,1100.00,90.00,112184
luajit,table/table_insert,table,1,500.00,510.00,30.00,81840
luajit,table/table_insert,table,2,510.00,520.00,30.00,81860
luajit,table/table_insert,table,3,560.00,560.00,50.00,81856
luajit,table/table_insert,table,4,480.00,470.00,50.00,81856
luajit,table/table_insert,table,5,500.00,500.00,40.00,81872
quickjs,table/table_insert,table,1,420.00,410.00,50.00,109600
quickjs,table/table_insert,table,2,420.00,440.00,20.00,109600
quickjs,table/table_insert,table,3,430.00,430.00,30.00,109600
quickjs,table/table_insert,table,4,430.00,390.00,70.00,109600
quickjs,table/table_insert,table,5,440.00,440.00,30.00,109600
v8,table/table_insert,table,1,490.00,510.00,50.00,97100
v8,table/table_insert,table,2,380.00,400.00,40.00,96900
v8,table/table_insert,table,3,440.00,460.00,30.00,97116
v8,table/table_insert,table,4,350.00,350.00,40.00,97296
v8,table/table_insert,table,5,370.00,400.00,20.00,96848
v8-nojit,table/table_insert,table,1,470.00,480.00,40.00,89100
v8-nojit,table/table_insert,table,2,450.00,460.00,50.00,88816
v8-nojit,table/table_insert,table,3,390.00,410.00,30.00,89488
v8-nojit,table/table_insert,table,4,370.00,380.00,30.00,88476
v8-nojit,table/table_insert,table,5,350.00,340.00,60.00,88812
lua,table/table_ops,table,1,1330.00,1370.00,80.00,222252
lua,table/table_ops,table,2,1420.00,1420.00,80.00,222252
lua,table/table_ops,table,3,1430.00,1340.00,80.00,222252
lua,table/table_ops,table,4,3610.00,1340.00,50.00,222248
lua,table/table_ops,table,5,1370.00,1320.00,80.00,222252
lua55,table/table_ops,table,1,1270.00,1230.00,60.00,215620
lua55,table/table_ops,table,2,1290.00,1220.00,90.00,215616
lua55,table/table_ops,table,3,1410.00,1390.00,70.00,215624
lua55,table/table_ops,table,4,1510.00,1560.00,80.00,215616
lua55,table/table_ops,table,5,1580.00,1620.00,90.00,215620
luajit,table/table_ops,table,1,630.00,600.00,80.00,184308
luajit,table/table_ops,table,2,620.00,610.00,60.00,184304
luajit,table/table_ops,table,3,660.00,630.00,90.00,184304
luajit,table/table_ops,table,4,650.00,620.00,80.00,184304
luajit,table/table_ops,table,5,630.00,620.00,60.00,184304
quickjs,table/table_ops,table,1,1070.00,1100.00,60.00,187840
quickjs,table/table_ops,table,2,1040.00,1060.00,70.00,187840
quickjs,table/table_ops,table,3,1010.00,1050.00,50.00,187840
quickjs,table/table_ops,table,4,1000.00,1040.00,50.00,187840
quickjs,table/table_ops,table,5,1050.00,1070.00,70.00,187840
v8,table/table_ops,table,1,530.00,620.00,50.00,117964
v8,table/table_ops,table,2,510.00,590.00,50.00,118148
v8,table/table_ops,table,3,500.00,540.00,90.00,117436
v8,table/table_ops,table,4,480.00,540.00,60.00,117932
v8,table/table_ops,table,5,520.00,580.00,70.00,117956
v8-nojit,table/table_ops,table,1,620.00,720.00,60.00,144752
v8-nojit,table/table_ops,table,2,590.00,640.00,110.00,143808
v8-nojit,table/table_ops,table,3,610.00,690.00,80.00,143336
v8-nojit,table/table_ops,table,4,670.00,680.00,80.00,144632
v8-nojit,table/table_ops,table,5,640.00,660.00,80.00,143868
